Date,EOD/MSFT - Close,EOD/DIS - Close,EOD/NKE - Close,EOD/AAPL - Close,Close
2000-01-04,-0.033802333562114,0.058567603748327,-0.054447215295095996,-0.08433089154904401,1.0
2000-01-05,0.010566506837151,0.035409421435346006,0.057802197802197995,0.014634146341463001,0.0
2000-01-06,-0.033476847377208,-0.034198473282443,-0.0051942655308539,-0.08653846153846201,1.0
2000-01-07,0.013090909090908999,-0.015807777426494,0.0,0.047368421052632004,1.0
2000-01-10,0.0072684852835607,0.15258592997109,0.016917293233083,-0.017587939698492,0.0
2000-01-11,-0.025657015590200002,0.010312151616499,0.050112959539946995,-0.051150895140664995,0.0
2000-01-12,-0.032550059431288,-0.070620689655172,-0.0342264815177,-0.059946091644205,1.0
2000-01-13,0.018901805122389,0.03324428613832,0.012555690562981002,0.10964560155981,1.0
2000-01-14,0.041183563676838994,-0.03590922148807799,0.0262,0.038139534883721,1.0
2000-01-18,0.027260579064587998,0.028009535160906002,-0.013252777236406,0.03484667463162101,0.0
2000-01-19,-0.072066603069985,0.0072463768115942,0.043057475804859,0.025206850105830004,0.0
2000-01-20,-0.0093457943925234,-0.032230215827337996,-0.023669759515242996,0.065127627627628,0.0
2000-01-21,-0.02122641509434,-0.026167112696997,-0.016873545384018997,-0.019295154185022,0.0
2000-01-24,-0.024096385542169,0.017099236641221,-0.019727756954034,-0.04545862905399299,1.0
2000-01-25,0.015407407407406998,0.12578805163615,-0.016301066613,0.05647058823529401,0.0
2000-01-26,-0.033459780177026,-0.0232,0.012684124386251999,-0.018351893095768002,0.0
2000-01-27,-0.0062393076381202,0.013650013650014,-0.045454545454545005,-0.0017242944005808,0.0
2000-01-28,-0.0050632911392405,-0.010234311877187999,-0.0078306878306878,-0.076181818181818,0.0
2000-01-31,-0.0038676844783715,-0.011972789115646002,-0.029436860068258998,0.020960440858099,1.0
2000-02-01,0.051803412690303,-0.0085375929496007,0.026153846153846,-0.033734939759036,0.0
2000-02-02,-0.0206916650476,0.034722222222222,0.016063396872992,-0.014364089775561,1.0
2000-02-03,0.027874218827497,0.016912751677851997,0.009274873524452,0.04554194919542599,1.0
2000-02-04,0.028372900984366,0.0065997888067582,-0.024853801169591003,0.04539734778821,1.0
2000-02-07,0.00056306306306308,-0.0034093889325991,-0.030841721996145002,0.05611111111111099,1.0
2000-02-08,0.031138623147627005,-0.011578947368421001,-0.18232044198895,0.007101525512888001,0.0
2000-02-09,-0.05402947062033799,0.0034611288604898,-0.087837837837838,-0.019587359623923002,1.0
2000-02-10,0.019230769230768996,-0.019899177500663,0.0,0.0078138874089859,0.0
2000-02-11,-0.057169811320755,0.025446670276124003,0.0074074074074074,-0.041850220264317,0.0
2000-02-14,-0.0032019211526915,-0.023231256599788995,-0.04970588235294099,0.064919540229885,0.0
2000-02-15,-0.010640433647862,-0.0032432432432432,-0.057876818322500995,0.027545117001986,0.0
2000-02-16,-0.0095373376623376,0.0016268980477222,-0.030880420499342996,-0.041008403361344,1.0
2000-02-17,0.020487604998976002,-0.011911207363291999,-0.016949152542373,0.0065720294426919,0.0
2000-02-18,-0.045773940975708,-0.027397260273973,-0.03448275862069,-0.0315138852616,0.0
2000-02-22,-0.013149589732800001,-0.059718309859154994,-0.035714285714286004,0.023011235955055998,1.0
2000-02-23,0.0046903315211598,0.022468544038346,0.039259259259259,0.021439240839996,1.0
2000-02-24,0.0053050397877984,-0.027541752124231,-0.035637918745545,-0.0090322580645161,0.0
2000-02-25,-0.036306068601583,-0.065983730039168,-0.018477457501848,-0.041927083333333,1.0
2000-02-28,0.0027379257474537,0.056451612903226,0.049698795180722996,0.026094047295461005,0.0
2000-02-29,-0.02391874180865,0.038167938931297996,0.020086083213773,0.012097130242826,1.0
2000-03-01,0.016112789526687002,0.020294117647058997,-0.010900140646976,0.13688710521724,1.0
2000-03-02,0.028190727893404002,-0.005477082732775999,0.046569498755777004,-0.063771007597268,1.0
2000-03-03,0.02945271500482,0.057971014492754006,-0.0020380434782609,0.049180327868852,0.0
2000-03-06,-0.057220141489804005,-0.013698630136986,-0.029952348536418996,-0.018046875,1.0
2000-03-07,0.024828956080335,0.0,-0.021754385964912,-0.022436152438538998,1.0
2000-03-08,0.028965220200279997,-0.029444444444444,-0.022596843615495,-0.0070806543501262,1.0
2000-03-09,0.04646295521138599,0.037492844876932,-0.018348623853211003,0.0020491803278689,1.0
2000-03-10,0.01,-0.030896551724137994,0.0048598130841121,0.028629856850716,0.0
2000-03-13,-0.02970297029703,-0.0054084827782523,0.069568452380952,-0.035308151093438996,0.0
2000-03-14,-0.029387755102041002,-0.023182598740697998,0.0045217391304348,-0.058198005110873,1.0
2000-03-15,0.0026282590412111,0.019923820685613998,0.14265927977839002,0.017505470459518994,0.0
2000-03-16,0.0,0.014363688595231001,0.083333333333333,0.04567741935483901,1.0
2000-03-17,0.041941910454021,0.042480883602379005,-0.048951048951049,0.028298782494242,0.0
2000-03-20,-0.020126798832646002,0.071447976093453,-0.029411764705882002,-0.016,1.0
2000-03-21,0.05525315805689599,-0.0063387423935091,0.003939393939394,0.09707317073170699,1.0
2000-03-22,0.0048661800486618,0.033426894615974,0.018714156353757998,0.06854898473395599,1.0
2000-03-23,0.08348668280871699,0.026172839506173,0.0074074074074074,-0.019973645883903,0.0
2000-03-24,-0.0016090104585679999,-0.0028873917228105,-0.0035294117647058,-0.018540796829665,0.0
2000-03-27,-0.068314083624317,0.007480694980695,0.060802833530105994,0.0062729829115293,1.0
2000-03-28,0.002402460119162,-0.01940119760479,0.024207011686143996,-0.0030811120664947,1.0
2000-03-29,0.027610008628128,-0.0031753786028333,0.059494702526487,-0.022928196650613998,0.0
2000-03-30,-0.035637652766115996,-0.013722126929674,-0.007948717948718,-0.074959540973959,1.0
2000-03-31,0.027861081551707,0.024844720496893995,0.024295683639182997,0.08,0.0
2000-04-03,-0.14475294117647,0.013575757575758001,0.0093363613424173,-0.018408070097931,0.0
2000-04-04,-0.02542093100033,-0.016264051662281998,-0.0265,-0.045007876378366,0.0
2000-04-05,-0.024728997289973,-0.027473863360078,0.0064201335387776,0.024114366506952006,0.0
2000-04-06,-0.0042838948709043,0.011000000000000001,0.06047461087012,-0.039806718821905,1.0
2000-04-07,0.03558139534883701,0.013847675568744,0.033205004812319,0.052400351465772,0.0
2000-04-10,-0.033685156074556,0.0075609756097562,0.0013972985561249,-0.051233396584440004,0.0
2000-04-11,-0.025447362305367992,0.028806584362139998,0.049534883720930005,-0.04448,0.0
2000-04-12,-0.05365446524383,-0.05741176470588201,-0.015289164635498002,-0.085314802411252,0.0
2000-04-13,-0.0015119062618118,-0.020219670494259,-0.011251125112511001,0.041739130434783,0.0
2000-04-14,-0.064731861198738,-0.0094267515923566,-0.029813381884387997,-0.017045953782620003,1.0
2000-04-17,0.023610361575822997,-0.0033436213991770002,-0.014778325123153,0.10726736390453,1.0
2000-04-18,0.06181626466323999,0.019354838709677,0.0090476190476191,0.024218939210463,0.0
2000-04-19,-0.023212512413108,0.03645569620253201,0.039641340254837,-0.045321983132339996,1.0
2000-04-20,0.0031770237641378,0.03199804592086,-0.0027235587834772,-0.018576618229855,0.0
2000-04-24,-0.15606789967064,-0.047337278106509,-0.017068730086482,0.013712458988811,1.0
2000-04-25,0.041278895226659,0.0062111801242236,0.056494558925677,0.064813278008299,0.0
2000-04-26,-0.019749171111432,0.04641975308642,-0.038351961428884,-0.054555373704309996,1.0
2000-04-27,0.026617647058824,-0.017697026899481005,-0.012989972652688999,0.044843788640672996,0.0
2000-04-28,-0.00085947571981095,0.048042277203939006,0.0030016162549064,-0.021222879684417998,1.0
2000-05-01,0.05290322580645201,-0.037359614943846,0.07182320441989,0.0020151539577624,0.0
2000-05-02,-0.04861111111111099,0.023809523809523996,-0.028135738831615,-0.05180596894859599,1.0
2000-05-03,0.0098754830399313,-0.040697674418605,-0.063425414364641,-0.023839823534402,0.0
2000-05-04,-0.0017006802721089,-0.037818181818182,0.0087305332704105,-0.037980184251695,1.0
